Ord_id,Prod_id,Ship_id,Cust_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin
Ord_4607,Prod_2,SHP_6408,Cust_1474,1463.42,0.08,26,350.82,3.99,0.57
Ord_4546,Prod_2,SHP_6327,Cust_1474,498.68,0.06,20,79.52,5.37,0.5
Ord_5233,Prod_3,SHP_7310,Cust_1749,92.24,0.05,19,-60.58,5.24,0.39
Ord_5147,Prod_6,SHP_7193,Cust_1749,199.11,0.01,30,-83.33,6.65,0.36
Ord_5215,Prod_17,SHP_7287,Cust_1749,140.59,0.01,7,-35.88,8.51,0.4
Ord_5216,Prod_13,SHP_7289,Cust_1749,141.59,0.04,48,20.26,0.7,0.58
Ord_5226,Prod_6,SHP_7300,Cust_1749,93.26,0.05,18,-35.36,4.7,0.38
Ord_5213,Prod_13,SHP_7284,Cust_1749,1633.37,0.08,50,144.69,7.73,0.59
Ord_5226,Prod_15,SHP_7299,Cust_1749,1210.72,0.05,17,-382.43,30,0.78
Ord_5188,Prod_14,SHP_7252,Cust_1749,5177.4,0.06,12,287.5,49,0.38
Ord_5174,Prod_6,SHP_7231,Cust_1749,292.75,0.08,33,93.33,2.01,0.39
Ord_5205,Prod_4,SHP_7274,Cust_1749,2546.5235,0.09,26,210,7.69,0.59
Ord_5156,Prod_4,SHP_7207,Cust_1749,8374.132,0.06,48,2568.1,8.99,0.56
Ord_5216,Prod_3,SHP_7288,Cust_1749,157.99,0.03,35,-105.55,5.41,0.35
Ord_5232,Prod_17,SHP_7306,Cust_1758,21366.51,0,3,-11984.4,24.49,0.39
Ord_5232,Prod_6,SHP_7308,Cust_1758,88.57,0.03,12,-28.25,6.15,0.37
Ord_5232,Prod_6,SHP_7309,Cust_1758,73.97,0.1,13,-38.35,5.67,0.36
Ord_5232,Prod_6,SHP_7307,Cust_1758,320.04,0.02,34,32.47,4.39,0.38
Ord_5172,Prod_4,SHP_7229,Cust_1758,1239.4445,0.07,22,165.5,3.99,0.59
Ord_5355,Prod_1,SHP_7481,Cust_1802,123.85,0.09,16,-71.44,6.5,0.59
Ord_127,Prod_13,SHP_172,Cust_86,54.78,0.02,32,-30.54,1.57,0.59
Ord_127,Prod_13,SHP_173,Cust_86,304.83,0.1,47,23.82,2.35,0.47
Ord_45,Prod_13,SHP_59,Cust_36,312.36,0.07,11,-19.33,8.99,0.57
Ord_5484,Prod_16,SHP_7663,Cust_1820,322.82,0.05,35,-17.58,3.98,0.56
Ord_5430,Prod_4,SHP_7588,Cust_1820,337.2035,0.09,9,-120.93,4.99,0.56
Ord_5462,Prod_4,SHP_7632,Cust_1820,175.8565,0.03,10,-93.26,1.25,0.83
Ord_5489,Prod_17,SHP_7671,Cust_1820,754.92,0,7,-129.57,19.99,0.52
Ord_5462,Prod_5,SHP_7631,Cust_1820,323.96,0.07,40,-136.82,7.96,0.49
Ord_5481,Prod_15,SHP_7659,Cust_1820,2700.78,0.06,29,-793.36,58.2,0.58
Ord_1638,Prod_5,SHP_5892,Cust_1433,755.19,0,41,81.44,8.99,0.47
Ord_1638,Prod_8,SHP_5892,Cust_1433,220.79,0,7,-91.51,4,0.74
Ord_1638,Prod_7,SHP_2261,Cust_565,201.14,0.08,37,-51.25,3.37,0.54
Ord_1557,Prod_2,SHP_2152,Cust_565,1736.53,0.1,46,457.03,3.99,0.56
Ord_209,Prod_13,SHP_285,Cust_45,30.51,0.09,11,-17.68,2.4,0.58
Ord_246,Prod_8,SHP_341,Cust_45,862.2,0.1,29,-45.1,4,0.75
Ord_122,Prod_17,SHP_165,Cust_45,42.31,0.06,2,-53.08,8.51,0.4
Ord_121,Prod_8,SHP_164,Cust_45,1143.45,0.06,31,304.42,1.99,0.51
Ord_122,Prod_3,SHP_166,Cust_45,152.67,0.04,11,12.76,4.98,0.4
Ord_139,Prod_17,SHP_186,Cust_45,2671.21,0.06,14,636.18,15.59,0.36
Ord_239,Prod_4,SHP_332,Cust_45,2157.3085,0,38,519.25,5.31,0.57
Ord_250,Prod_2,SHP_345,Cust_45,324.55,0.08,5,-12.82,0.99,0.58
Ord_209,Prod_1,SHP_286,Cust_45,127.8,0.07,8,-30.48,7.51,0.57
Ord_135,Prod_9,SHP_182,Cust_45,30.83,0.04,2,7.27,1.39,0.36
Ord_60,Prod_12,SHP_81,Cust_45,176.26,0.07,44,75.13,0.5,0.39
Ord_23,Prod_12,SHP_31,Cust_18,282.07,0.03,39,140.01,0.49,0.38
Ord_23,Prod_4,SHP_31,Cust_18,426.037,0.01,24,-78.96,2.5,0.81
Ord_5374,Prod_8,SHP_7504,Cust_1800,1222.59,0.02,29,501.99,1.99,0.42
Ord_5351,Prod_4,SHP_7474,Cust_1800,1463.0965,0,14,162.67,2.5,0.57
Ord_5417,Prod_12,SHP_7565,Cust_1800,128.13,0.09,42,32.53,0.99,0.37
Ord_5354,Prod_5,SHP_7480,Cust_1800,152.44,0.08,20,-16.64,3.68,0.52
Ord_5423,Prod_17,SHP_7577,Cust_1800,13070.2,0.07,4,-6923.6,8.73,0.57
Ord_5351,Prod_6,SHP_7475,Cust_1800,246.3,0.02,38,-67.49,5.79,0.36
Ord_2340,Prod_5,SHP_3210,Cust_933,136.61,0.01,8,80.43,3.73,0.46
Ord_2432,Prod_4,SHP_3339,Cust_933,3883.4715,0.1,42,707.17,8.99,0.58
Ord_2480,Prod_3,SHP_3397,Cust_933,169.61,0.1,29,-211.06,9.92,0.38
Ord_2394,Prod_13,SHP_3284,Cust_933,64.36,0.06,37,-1.53,0.7,0.56
Ord_2372,Prod_10,SHP_3256,Cust_933,1764.97,0.07,13,-383.5,54.74,0.69
Ord_2566,Prod_13,SHP_3515,Cust_933,422.25,0.06,35,-116.02,7.95,0.58
Ord_2340,Prod_11,SHP_3211,Cust_933,2907.63,0.04,42,54.6,69,0.68
Ord_2480,Prod_4,SHP_3397,Cust_933,1247.9275,0.1,24,186.42,2.5,0.55
Ord_2394,Prod_3,SHP_3284,Cust_933,161.8,0.06,44,21.34,1.49,0.38
Ord_2511,Prod_13,SHP_3440,Cust_933,250.13,0.01,40,61.97,1.2,0.55
Ord_2432,Prod_3,SHP_3338,Cust_933,15337.58,0.1,30,6670.41,19.99,0.37
Ord_2372,Prod_6,SHP_3257,Cust_933,238.34,0.04,50,-7.36,3.01,0.36
Ord_2371,Prod_11,SHP_3255,Cust_950,1476.12,0.03,31,-1401.17,46.59,0.67
Ord_4153,Prod_4,SHP_5788,Cust_1422,2079.474,0.05,45,-81.57,5,0.8
Ord_4155,Prod_12,SHP_5790,Cust_1423,12.01,0,3,-1.08,0.5,0.38
Ord_4155,Prod_4,SHP_5791,Cust_1423,2211.734,0.02,15,80.76,4.99,0.59
Ord_4155,Prod_5,SHP_5790,Cust_1423,1846.76,0.03,20,3.14,39.61,0.67
Ord_1673,Prod_5,SHP_2313,Cust_498,23.93,0.1,3,-6.39,0.96,0.43
Ord_1673,Prod_17,SHP_2314,Cust_498,2027.55,0.04,14,537.4,13.99,0.37
Ord_1442,Prod_7,SHP_1993,Cust_498,258.13,0.03,41,84.1,1.82,0.35
Ord_1637,Prod_2,SHP_2260,Cust_498,693.02,0.07,10,97.36,3.5,0.59
Ord_1375,Prod_15,SHP_1894,Cust_498,2703.37,0.09,18,-231.6,57.2,0.59
Ord_1317,Prod_2,SHP_1813,Cust_498,186.44,0,45,-157.18,5.13,0.59
Ord_1649,Prod_4,SHP_2278,Cust_498,2209.5155,0.06,41,458.62,5.31,0.57
Ord_1375,Prod_1,SHP_1895,Cust_498,1538.17,0.02,39,-1119.64,35,0.8
Ord_1649,Prod_2,SHP_2277,Cust_498,3005.74,0.02,48,1053.21,3.99,0.57
Ord_1407,Prod_15,SHP_1940,Cust_498,489.07,0.08,5,-197.88,42,0.66
Ord_1635,Prod_1,SHP_2256,Cust_498,857.84,0.02,39,-309.43,11.52,0.83
Ord_1520,Prod_6,SHP_2099,Cust_498,30.47,0.02,4,-10.7,5.15,0.36
Ord_1635,Prod_6,SHP_2256,Cust_498,1072.36,0.04,36,440.48,4.86,0.38
Ord_1503,Prod_8,SHP_2078,Cust_498,731.71,0,24,175.82,1.99,0.5
Ord_1637,Prod_13,SHP_2259,Cust_498,64.34,0.09,11,-8.37,2.27,0.56
Ord_1503,Prod_8,SHP_2077,Cust_498,378.08,0,17,70.48,1.99,0.43
Ord_1395,Prod_13,SHP_1926,Cust_515,138.96,0.03,49,19.87,0.7,0.56
Ord_1517,Prod_13,SHP_2095,Cust_515,136.49,0.1,15,36.23,1.09,0.43
Ord_1481,Prod_6,SHP_2044,Cust_515,393.31,0.04,20,84.3,5.86,0.38
Ord_1519,Prod_10,SHP_2098,Cust_515,2701.69,0.05,33,-926.33,55.81,0.6
Ord_1395,Prod_3,SHP_1926,Cust_515,158.97,0.08,39,-30.27,2.99,0.37
Ord_1348,Prod_13,SHP_1854,Cust_515,68.97,0.02,24,0.77,0.97,0.59
Ord_1348,Prod_6,SHP_1853,Cust_515,199.8,0.08,31,-96.59,6.81,0.36
Ord_4646,Prod_15,SHP_6475,Cust_1603,4083.19,0.07,43,-1049.85,45,0.69
Ord_4646,Prod_1,SHP_6476,Cust_1603,4902.38,0.05,32,1438.49,7.07,0.59
Ord_4702,Prod_3,SHP_6560,Cust_1603,11823.52,0.1,34,4592.74,19.99,0.4
Ord_4646,Prod_15,SHP_6474,Cust_1603,1239.06,0,4,-193.08,48.8,0.56
Ord_4702,Prod_3,SHP_6560,Cust_1603,80.81,0.1,19,-67.46,5.41,0.35
Ord_2973,Prod_4,SHP_4102,Cust_1081,4671.1495,0.07,28,947.31,4.2,0.59
Ord_3009,Prod_15,SHP_4168,Cust_1081,5718.85,0.09,49,-2426.55,70.2,0.74
Ord_2973,Prod_4,SHP_4102,Cust_1480,6264.1855,0.01,34,1312.04,19.99,0.6
Ord_2973,Prod_9,SHP_6073,Cust_1480,5410.95,0.09,36,2077.91,19.99,0.39
Ord_4572,Prod_6,SHP_6360,Cust_1480,377.83,0.06,41,122.06,2.15,0.4
Ord_1995,Prod_6,SHP_2724,Cust_702,240.14,0.06,36,57.78,2,0.39
Ord_1915,Prod_6,SHP_2623,Cust_702,980.95,0.02,41,234.68,8.18,0.39
Ord_2273,Prod_5,SHP_3101,Cust_1104,180.43,0.02,8,-44.86,11.17,0.6
Ord_2273,Prod_8,SHP_3101,Cust_878,2899.98,0.1,19,666.01,5.5,0.49
Ord_2273,Prod_6,SHP_3102,Cust_878,233.38,0.1,36,-180.17,8.73,0.37
Ord_2246,Prod_2,SHP_3054,Cust_878,294.52,0.09,14,15.34,5.94,0.5
Ord_2273,Prod_4,SHP_3100,Cust_878,1077.8085,0.06,20,17.25,8.99,0.56
Ord_5153,Prod_13,SHP_7201,Cust_1753,176.5,0.01,46,-119.35,4.17,0.59
Ord_5153,Prod_1,SHP_7201,Cust_1753,1546.8,0.07,42,25.51,12.9,0.57
Ord_5239,Prod_13,SHP_7318,Cust_1753,452.28,0.09,48,-21,4.82,0.47
Ord_5157,Prod_15,SHP_7208,Cust_1753,5149.06,0.03,27,605.44,30,0.69
Ord_5230,Prod_4,SHP_7304,Cust_1753,2197.4115,0,20,305.96,7.69,0.58
Ord_5153,Prod_11,SHP_7202,Cust_1753,3457.56,0.02,35,-365.44,51.94,0.63
Ord_5159,Prod_5,SHP_7210,Cust_1753,2213.92,0.03,20,768.34,13.99,0.65
Ord_5230,Prod_1,SHP_7304,Cust_1753,423.04,0.05,2,-270.7,9.99,0.6
Ord_5239,Prod_13,SHP_7318,Cust_1753,55.82,0.01,18,14.19,0.81,0.4
Ord_2831,Prod_3,SHP_3893,Cust_1036,18092.66,0.09,36,7917.76,19.99,0.37
Ord_2791,Prod_12,SHP_3837,Cust_1036,68.54,0.1,25,22.2,0.5,0.39
Ord_2791,Prod_11,SHP_3838,Cust_1036,10351.01,0.08,19,-1331.55,45.7,0.71
Ord_2739,Prod_5,SHP_3758,Cust_1036,363.92,0,44,-144.56,7.96,0.49
Ord_2585,Prod_11,SHP_3540,Cust_997,7287.55,0.04,24,-715.78,54.12,0.76
Ord_2653,Prod_6,SHP_3630,Cust_997,306.3,0.07,34,18.73,4.39,0.38
Ord_2691,Prod_5,SHP_3685,Cust_997,311.19,0.03,33,-9.18,4.93,0.57
Ord_2753,Prod_15,SHP_3779,Cust_997,2549.58,0.02,10,41.53,62.94,0.57
Ord_2753,Prod_3,SHP_3778,Cust_997,23106.46,0.08,28,9527.47,19.99,0.38
Ord_2653,Prod_13,SHP_3630,Cust_997,163.98,0.01,42,55.73,0.7,0.44
Ord_2799,Prod_15,SHP_3850,Cust_997,11002.66,0.07,46,2349.29,43.32,0.55
Ord_2725,Prod_9,SHP_3735,Cust_997,806.08,0.08,31,402.37,1.39,0.38
Ord_2725,Prod_2,SHP_3734,Cust_997,9081.98,0.02,39,2485.54,19.99,0.59
Ord_2725,Prod_1,SHP_3736,Cust_997,70.02,0,4,-30.63,8.78,0.57
Ord_4675,Prod_12,SHP_6519,Cust_1618,92.94,0.09,20,37.77,0.5,0.36
Ord_4784,Prod_5,SHP_6668,Cust_1618,952.21,0.05,50,403.83,3.62,0.43
Ord_4675,Prod_11,SHP_6520,Cust_1618,6070.96,0.01,19,173.48,54.12,0.76
Ord_4730,Prod_1,SHP_6598,Cust_1618,8230.77,0.05,50,1577.02,19.99,0.66
Ord_2987,Prod_8,SHP_4127,Cust_1101,990.73,0.02,30,56.39,4,0.75
Ord_3729,Prod_13,SHP_5174,Cust_1595,493.43,0.07,26,120.18,4.1,0.44
Ord_3733,Prod_9,SHP_5847,Cust_1427,142.12,0.01,13,54.91,1.39,0.39
Ord_4204,Prod_4,SHP_5861,Cust_1427,277.0745,0.03,41,-128.44,5.03,0.6
Ord_4217,Prod_11,SHP_5884,Cust_1427,7413.29,0.01,49,1148.23,16.01,0.7
Ord_4217,Prod_6,SHP_5883,Cust_1427,60.02,0.1,16,0.94,1.93,0.35
Ord_4217,Prod_3,SHP_5882,Cust_1427,315.45,0.01,40,-305.88,11.51,0.36
Ord_3730,Prod_16,SHP_5175,Cust_1314,459.08,0.04,34,61.57,3.14,0.6
Ord_3733,Prod_4,SHP_5178,Cust_1314,553.3415,0.08,33,-67.71,0.99,0.83
Ord_3731,Prod_13,SHP_5176,Cust_1314,193.7,0.06,20,-14.99,4.82,0.47
Ord_3729,Prod_6,SHP_5173,Cust_1313,354.96,0.07,43,151.27,1.43,0.35
Ord_3729,Prod_6,SHP_5174,Cust_1313,130.97,0.09,26,-83.42,6.07,0.36
Ord_4386,Prod_5,SHP_6115,Cust_1468,27.32,0.05,6,-5.87,5.33,0.43
Ord_4386,Prod_1,SHP_6116,Cust_1468,643.31,0.08,43,-231.34,10.68,0.58
Ord_4342,Prod_13,SHP_6056,Cust_1468,1348.57,0.08,47,19.57,8.99,0.58
Ord_4342,Prod_1,SHP_6054,Cust_1468,1225.52,0.1,36,-1191.13,35,0.85
Ord_4432,Prod_4,SHP_6177,Cust_1468,7312.0315,0.06,50,2031.51,8.99,0.57
Ord_4342,Prod_8,SHP_6055,Cust_1468,1024.29,0.07,10,-95.52,19.99,0.52
Ord_4451,Prod_6,SHP_6200,Cust_1527,123.15,0.05,23,22.98,2.04,0.36
Ord_628,Prod_4,SHP_860,Cust_220,477.5045,0.09,17,-245.56,5,0.85
Ord_639,Prod_4,SHP_872,Cust_209,763.6485,0.06,8,-277.78,5.26,0.57
Ord_597,Prod_2,SHP_815,Cust_209,1449.3,0.08,24,-712.14,49,0.59
Ord_671,Prod_3,SHP_918,Cust_209,125.54,0.03,14,-15.74,6.16,0.35
Ord_657,Prod_4,SHP_899,Cust_209,2343.076,0.06,24,311.64,8.99,0.58
Ord_678,Prod_6,SHP_928,Cust_209,118.36,0.08,17,-60.65,7.37,0.37
Ord_657,Prod_8,SHP_898,Cust_209,784.72,0.01,43,-87.96,4,0.79
Ord_645,Prod_5,SHP_882,Cust_209,919,0,50,89.6,8.99,0.47
Ord_657,Prod_15,SHP_897,Cust_209,1865.94,0.04,11,116.1,30,0.62
Ord_636,Prod_6,SHP_869,Cust_209,201.37,0.1,30,59.84,1.6,0.38
Ord_630,Prod_8,SHP_862,Cust_209,1500.17,0.06,40,423.87,1.99,0.51
Ord_597,Prod_4,SHP_816,Cust_209,4283.235,0.1,44,676.13,8.8,0.59
Ord_630,Prod_6,SHP_863,Cust_209,377.31,0.02,45,87.96,2.87,0.4
Ord_597,Prod_4,SHP_816,Cust_209,4374.6865,0.05,43,973.16,8.08,0.57
Ord_1846,Prod_7,SHP_2540,Cust_648,161.28,0.01,46,56.73,0.76,0.39
Ord_2008,Prod_17,SHP_2744,Cust_723,5549.79,0.09,47,1300.8,17.85,0.56
Ord_1846,Prod_1,SHP_2666,Cust_723,250.75,0.02,13,-43.52,9.47,0.59
Ord_2062,Prod_4,SHP_2818,Cust_723,821.7885,0.06,18,-230.34,5,0.8
Ord_1846,Prod_6,SHP_2540,Cust_723,1356.45,0.02,37,47.65,19.99,0.38
Ord_1955,Prod_6,SHP_2676,Cust_723,164.22,0.1,28,-124.72,7.5,0.4
Ord_1846,Prod_8,SHP_2667,Cust_723,313.05,0.02,31,81.87,1.99,0.43
Ord_1986,Prod_8,SHP_2714,Cust_723,815.89,0.1,43,-20.25,4,0.68
Ord_1955,Prod_6,SHP_2676,Cust_1090,135.91,0.07,25,37.5,1.21,0.4
Ord_1986,Prod_3,SHP_3045,Cust_856,30.61,0.09,11,-3.38,1.49,0.36
Ord_2255,Prod_8,SHP_3070,Cust_856,452.93,0.09,43,-172.34,6.5,0.64
Ord_1846,Prod_6,SHP_2666,Cust_856,200.7,0.02,29,-147.72,9.17,0.37
Ord_2225,Prod_10,SHP_3025,Cust_856,9459.94,0.04,31,2023.75,54.92,0.55
Ord_2255,Prod_6,SHP_3069,Cust_856,311.1,0.04,45,86.6,2,0.39
Ord_2062,Prod_4,SHP_3182,Cust_856,5634.3525,0.03,34,1185.41,8.08,0.59
Ord_5161,Prod_12,SHP_7212,Cust_1752,228.46,0.01,47,112.06,0.5,0.36
Ord_5161,Prod_6,SHP_7213,Cust_1752,77.61,0.09,19,16.79,1.3,0.37
Ord_5203,Prod_13,SHP_7269,Cust_1752,95.26,0.02,26,-89.06,5,0.56
Ord_5170,Prod_11,SHP_7227,Cust_1752,1358.776,0.01,3,-163.2,45.7,0.71
Ord_5175,Prod_17,SHP_7232,Cust_1752,1191.73,0.07,13,147.6,13.99,0.38
Ord_5165,Prod_12,SHP_7218,Cust_1752,95.71,0.04,38,32.81,0.5,0.39
Ord_5245,Prod_8,SHP_7325,Cust_1752,99.94,0.07,46,-55.84,1.99,0.55
Ord_5245,Prod_13,SHP_7326,Cust_1752,18.7,0.07,11,-3.36,0.7,0.56
Ord_5151,Prod_13,SHP_7199,Cust_1752,122.23,0.03,29,24.55,1.2,0.44
Ord_5223,Prod_4,SHP_7296,Cust_1752,4524.907,0.07,47,1464.87,2.5,0.55
Ord_5337,Prod_10,SHP_7451,Cust_1770,3301.33,0.05,23,-307.46,36.09,0.77
Ord_5278,Prod_6,SHP_7367,Cust_1770,172.33,0.04,26,-52.21,5.74,0.37
Ord_5316,Prod_2,SHP_7425,Cust_1770,412.37,0.06,46,2.71,3.5,0.58
Ord_5248,Prod_6,SHP_7329,Cust_1770,53.46,0.02,7,-17.58,5.9,0.37
Ord_5278,Prod_3,SHP_7367,Cust_1770,852.75,0.08,29,358.73,1.49,0.37
Ord_5284,Prod_4,SHP_7377,Cust_1770,5638.798,0.09,33,1406.05,3,0.58
Ord_5337,Prod_12,SHP_7452,Cust_1770,126.95,0.06,28,45.87,0.99,0.39
Ord_5251,Prod_6,SHP_7332,Cust_1770,881.65,0.08,50,41.27,9.03,0.37
Ord_5269,Prod_4,SHP_7356,Cust_1770,1281.358,0.09,14,-90.12,5.99,0.57
Ord_5284,Prod_12,SHP_7376,Cust_1770,203.49,0.05,34,90.35,0.5,0.39
Ord_4825,Prod_17,SHP_6723,Cust_1652,2013.8,0.01,16,-98.43,56.14,0.39
Ord_4825,Prod_3,SHP_6722,Cust_1652,320.57,0.1,46,-114.2,6.05,0.39
Ord_4770,Prod_8,SHP_6653,Cust_1652,1734.4,0.02,49,749.16,1.99,0.43
Ord_4143,Prod_6,SHP_5770,Cust_1417,901.32,0.1,25,338.01,5.08,0.38
Ord_4143,Prod_16,SHP_5771,Cust_1417,207.21,0.06,24,-78.64,6.14,0.59
Ord_4538,Prod_8,SHP_6317,Cust_1552,105.13,0.08,4,-103.23,4,0.75
Ord_1528,Prod_13,SHP_2113,Cust_506,964.09,0.02,44,105.37,5.53,0.59
Ord_1445,Prod_3,SHP_1996,Cust_506,18.7,0.1,3,-14.69,5.83,0.36
Ord_1327,Prod_6,SHP_1827,Cust_506,391.42,0.04,38,25.03,5.12,0.4
